segment_type,segment,orders,observed,expected,raw_late_rate,smr,ci_lower,ci_upper,excess_late_orders,p_excess,q_excess,seller_tail,positive_excess,seller_share,cumulative_positive_excess_share
seller,391fc6631aebcf3004804e51b40bcf1e,493,53.0,44.40768642159088,0.1075050709939148,1.1934870800707051,0.8940037216857832,1.561110485942778,8.592313578409119,0.1142223967198895,0.5493553366051829,False,8.592313578409119,0.012890094979647219,0.31705845251665843
seller,b1b3948701c5c72445495bd161b83a4c,14,9.0,0.48907010210392476,0.6428571428571429,18.402269861279617,8.414689590867363,34.933240404437434,8.510929897896075,2.8434851735950964e-09,,False,8.510929897896075,0.013229308005427409,0.32156359658185213
seller,d20b021d3efdf267a402c402a48ea64b,74,15.0,6.500282112604829,0.20270270270270271,2.3075921537179434,1.2915418111628805,3.806022329940355,8.499717887395171,0.002956925975738729,,False,8.499717887395171,0.013568521031207599,0.32606280572299257
seller,6973a06f484aacf400ece213dbf3d946,81,15.0,6.563223855592268,0.18518518518518517,2.2854621951099663,1.2791558413217816,3.7695223286351363,8.436776144407732,0.0032275166698091553,,False,8.436776144407732,0.013907734056987787,0.33052869751535036
seller,9c0e69c7bf2619675bbadf47b43f655a,145,16.0,7.690461575444304,0.1103448275862069,2.0804993098318194,1.1891851176843262,3.3786005355679585,8.309538424555697,0.005792198631524059,0.06500134019821444,False,8.309538424555697,0.014246947082767978,0.33492723776500516
seller,b499c00f28f4b7069ff6550af8c1348a,141,19.0,10.748156661703288,0.1347517730496454,1.7677449815835697,1.0642979558649197,2.760552763182703,8.251843338296712,0.014316596078285282,0.11122893876206258,False,8.251843338296712,0.014586160108548168,0.33929523791169014
seller,c31eff8334d6b3047ed34bebd4d62c36,117,17.0,8.777506643387978,0.1452991452991453,1.9367686850805128,1.1282391312192552,3.100954282547902,8.222493356612022,0.00887641541158445,0.08256994661025353,False,8.222493356612022,0.014925373134328358,0.343647702047929
seller,431af27f296bc6519d890aa5a05fdb11,116,18.0,9.82604785420572,0.15517241379310345,1.8318656968778841,1.085679709552143,2.895137565949452,8.17395214579428,0.012188897628838381,0.09848629284101412,False,8.17395214579428,0.015264586160108548,0.3479744715596725
seller,891071be6ba827b591264c90c2ae8a63,84,15.0,7.1425763435379075,0.17857142857142858,2.100082558245377,1.17540026581289,3.4637668092787033,7.8574236564620925,0.00680324613471292,,False,7.8574236564620925,0.015603799185888738,0.35213369105487397
seller,ef990a83bbea832f36ebe81376335aa8,40,11.0,3.3053900053209158,0.275,3.32789776162345,1.661274572258443,5.954528355691283,7.694609994679084,0.0006462812221117006,,False,7.694609994679084,0.01594301221166893,0.3562067273702217
seller,8e6d7754bc7e0f22c96d255ebda59eba,80,14.0,6.44159248075507,0.175,2.1733756119820464,1.1882046713087653,3.6465549772068426,7.55840751924493,0.006593832991091625,,False,7.55840751924493,0.016282225237449117,0.3602076667723967
seller,6039e27294dc75811c0d8a39069f52c0,63,14.0,6.44249665312266,0.2222222222222222,2.1730705895228115,1.1880379126919305,3.646043201349623,7.55750334687734,0.006601445624949122,,False,7.55750334687734,0.01662143826322931,0.3642081275633242
seller,ad781527c93d00d89a11eecd9dcad7c1,36,12.0,4.465839853930733,0.3333333333333333,2.687064559522408,1.3884454686086893,4.693761024530926,7.534160146069267,0.002262161844977097,,False,7.534160146069267,0.016960651289009497,0.3681962319509157
seller,fe2032dab1a61af8794248c8196565c9,284,26.0,18.580201976958417,0.09154929577464789,1.3993389324961583,0.914094649598456,2.0503557566472335,7.419798023041583,0.05993364416400569,0.35798285881693076,False,7.419798023041583,0.01729986431478969,0.3721238003164718
seller,99a54764c341d5dc80b4a8fac4eba3fb,42,9.0,1.8034750317995922,0.21428571428571427,4.99036573354685,2.2819129873241555,9.473268634260572,7.196524968200408,0.00011132402923974933,,False,7.196524968200408,0.017639077340569877,0.37593318215129584
seller,7c67e1448b00f6e969d365cea6b010ab,970,98.0,90.84182746955882,0.10103092783505155,1.0787982004527583,0.8758205255283823,1.314709463910296,7.158172530441178,0.23959967293838094,0.8679064544505996,False,7.158172530441178,0.01797829036635007,0.3797222626489653
seller,ba143b05f0110f0dc71ad71b4466ce92,79,13.0,5.9795843359326035,0.16455696202531644,2.174064160593942,1.1575976024634866,3.7177159262679282,7.0204156640673965,0.0085998485507171,,False,7.0204156640673965,0.018317503392130258,0.3834384234379274
seller,70a12e78e608ac31179aea7f8422044b,309,34.0,27.134852092887357,0.11003236245954692,1.2530011176627032,0.8677396988924144,1.7509434705065858,6.865147907112643,0.11328165810659521,0.5493553366051829,False,6.865147907112643,0.018656716417910446,0.3870723953683096
seller,f76a3b1349b6df1ee875d1f3fa4340f0,24,9.0,2.211123817211387,0.375,4.070328368743533,1.8612133184692194,7.726751129190984,6.788876182788613,0.00048654342069920635,,False,6.788876182788613,0.018995929443690638,0.39066599390702933
seller,bbad7e518d7af88a0897397ffdca1979,64,11.0,4.314727289488187,0.171875,2.5494079375071745,1.2726552569416731,4.561595019284901,6.685272710511813,0.0049451245187911025,,False,6.685272710511813,0.019335142469470826,0.3942047513679984
