segment_type,segment,orders,observed,expected,raw_late_rate,smr,ci_lower,ci_upper,excess_late_orders,p_excess,q_excess,seller_tail,positive_excess,seller_share,cumulative_positive_excess_share
seller,bcc9dd23e2a8bd8267cf92b19304a1b9,3,2.0,0.3446279291939563,0.6666666666666666,5.803360176517794,0.7028138407425761,20.963732349324225,1.6553720708060438,0.04735274640454607,,False,1.6553720708060438,0.09871099050203527,0.7570750617707094
seller,4c18691b6037662be2df78a765d98ab5,61,5.0,3.3497189346632776,0.08196721311475409,1.4926625479706443,0.484663466333965,3.483376458417877,1.6502810653367224,0.2465175879244344,,False,1.6502810653367224,0.09905020352781546,0.7579486154289579
seller,ab3e0c171fe84a7ba7de130f19cfb485,6,2.0,0.3500168072304172,0.3333333333333333,5.714011323700217,0.6919932801527381,20.64097357178601,1.6499831927695827,0.04867522429371487,,False,1.6499831927695827,0.09938941655359566,0.7588220114124464
seller,e96498ed8daaa3e9c23f7a62da76591c,34,5.0,3.3528792283622626,0.14705882352941177,1.491255622243896,0.4842066413801084,3.4800931630997485,1.6471207716377374,0.24709958150940045,,False,1.6471207716377374,0.09972862957937585,0.7596938922125498
seller,d17f467e4bf608a510c20d82f4ba3b6b,11,2.0,0.36125358631660404,0.18181818181818182,5.536277218427922,0.6704688554474083,19.99893687253866,1.638746413683396,0.05147540210910108,,False,1.638746413683396,0.10006784260515604,0.7605613401610739
seller,7a241947449cc45dbfda4f9d0798d9d0,55,4.0,2.361971804573008,0.07272727272727272,1.6935003170891414,0.46142183895516414,4.336033417323178,1.6380281954269922,0.21336731959781913,,False,1.6380281954269922,0.10040705563093623,0.7614284079306102
seller,a17f621c590ea0fab3d5d883e1630ec6,59,5.0,3.3869247991289457,0.0847457627118644,1.4762654314869663,0.47933936724427756,3.4451110583628988,1.6130752008710543,0.2533914837544598,,False,1.6130752008710543,0.10074626865671642,0.7622822671745586
seller,e3a386fc36e22064434e1fa256f6a9fa,16,3.0,1.3927219617032978,0.1875,2.154055211659765,0.44421797021062687,6.295063415974252,1.6072780382967022,0.1647461706341407,,False,1.6072780382967022,0.1010854816824966,0.7631330577699714
seller,7daca0837f033a41a6f3428c18657533,7,2.0,0.3968579741007923,0.2857142857142857,5.039586276505177,0.610317278096193,18.20471841114893,1.6031420258992077,0.06071146120931226,,False,1.6031420258992077,0.1014246947082768,0.7639816590239223
seller,2dcf93836ae3ce0d7c93e2f10876467a,9,2.0,0.4002868227222827,0.2222222222222222,4.996417284981653,0.6050893129500012,18.04877717080489,1.5997131772777173,0.061628857297670335,,False,1.5997131772777173,0.10176390773405698,0.7648284452638614
seller,700f03c207639c22d933381ff60b35c2,4,2.0,0.4035115636362112,0.5,4.956487447291881,0.6002536243603926,17.904536867839134,1.5964884363637888,0.06249595615110954,,False,1.5964884363637888,0.10210312075983717,0.7656735245314057
seller,c8417879a15366a17c30af34c798c332,24,3.0,1.4094494418491879,0.125,2.1284906793563456,0.4389459490536304,6.220353004106144,1.5905505581508121,0.16879045707317789,,False,1.5905505581508121,0.10244233378561737,0.7665154606645204
seller,d1ef48b38baca7e831711c4a0aeb398f,27,3.0,1.4143837581415197,0.1111111111111111,2.121065080627027,0.4374146120770842,6.198652253517388,1.5856162418584803,0.16998892695261703,,False,1.5856162418584803,0.10278154681139756,0.7673547848849501
seller,08d2d642cf72b622b14dde1d2f5eb2f5,16,3.0,1.434024970603007,0.1875,2.092013780442401,0.4314235355577176,6.113752026267498,1.565975029396993,0.17478353470927557,,False,1.565975029396993,0.10312075983717775,0.7681837122988244
seller,ef506c96320abeedfb894c34db06f478,312,27.0,25.44221286011192,0.08653846153846154,1.0612284453578473,0.6993562324785337,1.5440316713468973,1.557787139888081,0.4046825654957845,1.0,False,1.557787139888081,0.10345997286295794,0.7690083055656349
seller,579891617139df7d8671d373f0669622,7,2.0,0.44891663429098994,0.2857142857142857,4.455170174655614,0.5395417768969635,16.093606509223008,1.55108336570901,0.07512853314677201,,False,1.55108336570901,0.10379918588873813,0.7698293502814858
seller,12c2ed9cded6138cf0c75f525f565fc7,4,2.0,0.44910866479954076,0.5,4.4532652267858115,0.5393110788723591,16.086725182531698,1.5508913352004592,0.07518356638776312,,False,1.5508913352004592,0.10413839891451832,0.7706502933486196
seller,1a932caad4f9d804097d7f8e615baed1,19,3.0,1.457529232917808,0.15789473684210525,2.0582777567996633,0.4244663564360147,6.015161049079776,1.542470767082192,0.1805700645937208,,False,1.542470767082192,0.1044776119402985,0.7714667791034574
seller,4aba391bc3b88717ce08eb11e44937b2,26,4.0,2.457821000991623,0.15384615384615385,1.6274578166539286,0.44342748035215424,4.166938386185024,1.5421789990083772,0.2334467658102516,,False,1.5421789990083772,0.10481682496607869,0.7722831104148652
seller,8bd0e3abda539b9479c4b44a691be1ec,6,2.0,0.4626585706616601,0.3333333333333333,4.322842214161834,0.523516246975767,15.61559241708577,1.5373414293383398,0.07909910283707505,,False,1.5373414293383398,0.10515603799185888,0.7730968810250862
seller,20b54c376b794ed028df09a3cd88e8dc,7,2.0,0.47085839604376345,0.2857142857142857,4.247561510645999,0.5143994045323408,15.343652631931551,1.5291416039562367,0.08149894231683728,,False,1.5291416039562367,0.10549525101763908,0.7739063111701527
seller,13d058e4eeac2ce8217660b2f8a05812,22,3.0,1.4728020140125047,0.13636363636363635,2.0369336621334417,0.4200646909832027,5.9527845469580445,1.5271979859874953,0.18435749670445087,,False,1.5271979859874953,0.10583446404341927,0.7747147124876924
seller,99eaacc9e6046db1c82b163c5f84869f,63,7.0,5.474905780252818,0.1111111111111111,1.278560815648732,0.5140477598118419,2.6343239391850086,1.5250942197471824,0.31002585979372704,,False,1.5250942197471824,0.10617367706919946,0.7755220002054133
seller,79565f7d5603b24ddf07ade262547f2f,7,2.0,0.4810400840001252,0.2857142857142857,4.1576576807671595,0.5035116336456942,15.018889086428148,1.5189599159998748,0.08450967560908718,,False,1.5189599159998748,0.10651289009497965,0.7763260408135407
seller,be8e909810184b9b19e886129149d8e5,15,3.0,1.482612741103031,0.2,2.0234548893516635,0.41728504399289257,5.9133938530837575,1.517387258896969,0.18680141422453944,,False,1.517387258896969,0.10685210312075984,0.7771292489571902
seller,08cdbae123ff67ca4e36d9d641ce0119,4,2.0,0.4851613800316955,0.5,4.122339663287586,0.49923445787902887,14.89130826376158,1.5148386199683044,0.08573785713144229,,False,1.5148386199683044,0.10719131614654002,0.7779311080137621
seller,83b08de96980757220871b31bf6cffca,5,2.0,0.48522821894479357,0.4,4.121771821822977,0.4991656896432937,14.88925702514829,1.5147717810552064,0.0857578202364845,,False,1.5147717810552064,0.10753052917232021,0.7787329316900716
seller,91f0eec23d4a61d7d7caeefa3f0ad1ca,11,3.0,1.4890613886559136,0.2727272727272727,2.014691954848094,0.4154779162288531,5.887784839855404,1.5109386113440864,0.18841239215763017,,False,1.5109386113440864,0.1078697421981004,0.7795327263305435
seller,c9aafcd0621b2207c10e32c649cada4d,39,4.0,2.4892303015124826,0.10256410256410256,1.6069224280170291,0.4378322780998251,4.114359635257853,1.5107696984875174,0.24012420257756448,,False,1.5107696984875174,0.10820895522388059,0.7803324315593103
seller,3fac58ce0ad699020c7944d53c41329c,9,2.0,0.49830356374908624,0.2222222222222222,4.013617693103781,0.48606772289897987,14.498567125162785,1.5016964362509138,0.08968997725568863,,False,1.5016964362509138,0.10854816824966079,0.7811273339810976
seller,6e4a902d1054e4e17aa6eab87fac1c75,7,2.0,0.5010760541863992,0.2857142857142857,3.9914100530056547,0.4833782746558144,14.418345493389696,1.4989239458136008,0.09053051574433113,,False,1.4989239458136008,0.10888738127544098,0.7819207688230798
seller,2709af9587499e95e803a6498a5a56e9,24,3.0,1.5057342326282157,0.125,1.9923834731203438,0.4108773709791581,5.8225899894958895,1.4942657673717843,0.19259395426260184,,False,1.4942657673717843,0.10922659430122117,0.7827117379221628
seller,ec4608a1f76453166bb312b2968aeaf4,15,3.0,1.51113428405867,0.2,1.9852636735515456,0.4094090971412183,5.801782913822061,1.48886571594133,0.19395325512464787,,False,1.48886571594133,0.10956580732700136,0.7834998485780503
seller,9449f25aeaf531019b76999ea49a6949,9,2.0,0.5124621291579018,0.2222222222222222,3.9027274138022254,0.47263839562539567,14.09799330849258,1.487537870842098,0.0940065994454387,,False,1.487537870842098,0.10990502035278155,0.784287256357338
seller,9c068d10aca38e85c50202e17b4a7e88,15,3.0,1.51653411535822,0.2,1.9781948652644528,0.4079513389314457,5.781124856311861,1.48346588464178,0.19531487717371313,,False,1.48346588464178,0.11024423337856173,0.7850725086865533
seller,2953ce3a88f5e3c3b696d77fc9e4c8eb,14,3.0,1.5166276694828111,0.21428571428571427,1.978072839079243,0.4079261741984282,5.780768244016063,1.4833723305171889,0.195338488554787,,False,1.4833723305171889,0.11058344640434192,0.7858577114941753
seller,f1b93673502375d491780bb49d615dbc,8,2.0,0.5238452585661628,0.25,3.8179213561544447,0.46236798860588224,13.791644669074476,1.4761547414338372,0.09751963282170614,,False,1.4761547414338372,0.11092265943012211,0.7866390937699619
seller,8a40ae794fa3f9892cee24bd5af0488b,5,2.0,0.5311355119372523,0.4,3.765517377486666,0.4560216236729043,13.602343479864091,1.4688644880627477,0.09978880955571443,,False,1.4688644880627477,0.1112618724559023,0.7874166170500685
seller,35857757f553273b1056c1cabdace7fb,6,2.0,0.5528210217858472,0.3333333333333333,3.61780742986066,0.43813326374877337,13.068764361357212,1.4471789782141529,0.1066239972539528,,False,1.4471789782141529,0.1116010854816825,0.7881826614028233
seller,3c7c4a49ec3c6550809089c6a2ca9370,136,11.0,9.570479590729057,0.08088235294117647,1.1493676879741452,0.5737602086896602,2.0565362818774497,1.4295204092709426,0.3633913311269735,1.0,False,1.4295204092709426,0.11194029850746269,0.788939358434189
seller,2646baaf662d4d92ac48f047e35db92d,13,2.0,0.5794527271082657,0.15384615384615385,3.4515326383584655,0.417996615103876,12.468122643547574,1.4205472728917343,0.11518289408916768,,False,1.4205472728917343,0.11227951153324288,0.7896913056588252
seller,3ab971ce71839580d2ae5b4e40fe8044,34,3.0,1.5814503937918298,0.08823529411764706,1.8969927933097706,0.39120551951820415,5.543817943426673,1.4185496062081702,0.2118590943543296,,False,1.4185496062081702,0.11261872455902307,0.7904421954459884
seller,f08c008c8a8d31417763738a1788a2a8,17,3.0,1.5980274025919257,0.17647058823529413,1.8773144910620059,0.3871473805093355,5.486309593641646,1.4019725974080743,0.21613186261409575,,False,1.4019725974080743,0.11295793758480326,0.7911843104207973
seller,6fc26fe110feebd80a433e1f012a84f9,35,4.0,2.5998683698550797,0.11428571428571428,1.538539430064671,0.41920021269656643,3.9392720009030975,1.4001316301449203,0.26396971686187665,,False,1.4001316301449203,0.11329715061058344,0.7919254509048231
seller,cb5df0dcb9e280b1780e9d589889f2c7,11,2.0,0.6015582525380071,0.18181818181818182,3.3246987994294663,0.40263644879289884,12.00995520756736,1.3984417474619928,0.12241476055975932,,False,1.3984417474619928,0.11363636363636363,0.7926656968726173
seller,06df0c10d34e459d9672bc77388742eb,26,3.0,1.6030662229883594,0.11538461538461539,1.871413642792338,0.3859304837340421,5.469064810933881,1.3969337770116406,0.21743420946999784,,False,1.3969337770116406,0.11397557666214382,0.7934051446169265
seller,f22a247b79dd22ecd91dc8e3b2a1b07c,8,2.0,0.6044860470136709,0.25,3.3085958061076113,0.40068630159545643,11.951785658934437,1.3955139529863292,0.12338077651644422,,False,1.3955139529863292,0.11431478968792401,0.7941438407968522
seller,2e1a7d075abe038c1b2743005fe42ff1,17,3.0,1.6112269176527576,0.17647058823529413,1.8619351297645976,0.3839757864751202,5.441364573597445,1.3887730823472424,0.21954688283279652,,False,1.3887730823472424,0.11465400271370421,0.7948789687893155
seller,f8201cab383e484733266d1906e2fdfa,10,2.0,0.6136847031698228,0.2,3.259002529588141,0.3946803257322503,11.772637692298316,1.386315296830177,0.1264278059047647,,False,1.386315296830177,0.1149932157394844,0.7956127957867093
seller,3ade81dab5a172b88e1871c28ae05260,28,4.0,2.6167393734960753,0.14285714285714285,1.5286199460727452,0.4164974871648063,3.9138741821737084,1.3832606265039247,0.26764499400081715,,False,1.3832606265039247,0.11533242876526459,0.7963450058362422
seller,2c3d56f92f360fb89d849b84e8f50eae,7,2.0,0.630074823517891,0.2857142857142857,3.1742261797311917,0.3844135164640291,11.46639636763524,1.369925176482109,0.13190047065738503,,False,1.369925176482109,0.11567164179104478,0.7970701569481218
seller,ecccfa2bb93b34a3bf033cc5d1dcdc69,12,2.0,0.6305939534378372,0.16666666666666666,3.1716130310107014,0.3840970520308701,11.456956775967813,1.3694060465621627,0.13207468997321983,,False,1.3694060465621627,0.11601085481682497,0.7977950332656949
seller,656591be56071d4c9ef4e5fee78a578a,7,2.0,0.6325462107907092,0.2857142857142857,3.161824331379547,0.3829115950930973,11.421596627213685,1.3674537892092908,0.13273033846299,,False,1.3674537892092908,0.11635006784260515,0.7985188761826018
