threshold,orders,flagged,late_flagged,flag_rate,precision,mean_probability_flagged,net_per_order,predicted_net_per_order,expected_saved,break_even_effectiveness,validation_candidate_net,validation_enabled,deployed_policy_net_per_order,precision_ci_lower,precision_ci_upper,break_even_lower,break_even_upper,predicted_break_even_effectiveness,net_positive_cells,sensitivity_cells,cost_brl,value_brl,effectiveness
0.225,17831,1529,177,0.08574953732264035,0.1157619359058208,0.28398428632295747,-0.2889350008412316,0.2880645477826302,88.5,0.8638418079096045,-0.23713355048859935,False,0.0,0.10014793369997921,0.1328681050216753,0.7526260721765138,0.9985228482055118,0.35213215947545873,3,27,8.0,80.0,0.5
