sellers,eligible_sellers,total_sellers,orders,order_share,late,raw_late_rate,expected,excess_late_orders,pooled_late_rate,smr,ci_lower,ci_upper
11,202,2948,3447,0.03625291853347637,531,0.15404699738903394,291.9433054265256,239.05669457347443,0.08195031656885636,1.8188462969692538,1.667413392162912,1.980337880978973
